Claim_ID,Claim_Date,Customer_ID,Claim_Amount,Claim_Type,Suspicious_Flags,Fraud_Label,Annual_Income,Claim_to_Income_Ratio,Quick_Claim,Iso_Forest_Outlier,LOF_Outlier,Elliptic_Outlier
111fa477,2020-01-06,d5b0e9b6-1,0.0235287555650207,Life,0,0,188986,0.0024126583660693,False,1,1,1
5941b758,2021-08-03,2628a7fa-5,0.4013059924751792,Medical,1,1,28667,0.339028970129379,False,1,1,1
72e48d24,2023-05-05,14753193-6,0.7690097051933433,Life,0,0,94193,0.1938032553959598,False,1,1,1
3f5db94e,2020-09-23,ffddb428-5,0.1726242558844706,Auto,1,1,41320,0.1039344061993632,False,1,1,1
bd80c524,2022-09-20,293b849b-a,0.8290835336233737,Home,0,0,96849,0.2030678422960619,False,1,1,1
460713d6,2020-03-13,a84a9ac3-8,0.5107535976147739,Medical,1,0,170736,0.0702497288767062,False,1,1,1
a151238f,2022-06-04,27089f5e-0,0.4987215917734035,Medical,0,0,181052,0.0645552080683558,False,1,1,1
fa75333f,2020-12-02,aec8b635-b,0.7686064883831777,Home,1,1,39869,0.4605855110446023,False,1,1,1
e9162df5,2019-12-11,d912d2f3-8,0.0630920725709128,Medical,1,1,125460,0.0121735284665504,False,1,1,1
57c5f90c,2023-12-05,d47575de-e,0.204447351607898,Home,1,0,180959,0.0262108277854803,False,1,1,1
cda4d3a1,2024-03-06,9e27f52d-9,0.1551113004147778,Home,0,0,121350,0.0305552373253108,False,1,1,1
f036dc02,2022-08-27,2502825e-f,0.4167762937722474,Auto,1,1,125381,0.0787561300036017,False,1,1,1
6d43a006,2020-05-30,6bd03cb3-3,0.1913594369568083,Medical,0,0,188806,0.0233954755983703,False,1,1,1
52c1dc1d,2019-07-18,ebaaa7fc-4,0.8076138610849128,Home,1,0,45627,0.422363859016109,False,1,1,1
10e7df71,2021-09-21,502ba940-3,0.7343016215887311,Home,0,0,141834,0.1222032571953505,False,1,1,1
59c48325,2021-04-09,d89a1c46-6,0.834079122171854,Auto,1,1,82482,0.2402456317744604,False,1,1,1
c5aca448,2021-03-07,f300c296-0,0.6324857261654853,Medical,1,1,76556,0.1968638663987909,False,1,1,1
78c912bc,2019-07-11,a6217546-4,0.0952139300455343,Life,0,0,54891,0.0444200422313022,False,1,1,1
258ba93b,2021-11-13,df822957-0,0.555436023811697,Home,1,1,132503,0.0991034674579881,False,1,1,1
10b0971f,2021-07-22,9ebcbdce-2,0.2704848540164491,Auto,0,0,164441,0.0385389079182071,False,1,1,1
67fc540a,2021-08-05,7b05835f-0,0.4224148387031347,Auto,0,0,33011,0.3092214099135728,False,1,1,1
4b75dbbc,2023-03-10,224e29af-b,0.0593795572322451,Home,0,0,193659,0.0066711343960572,False,1,1,1
0f66aae2,2022-06-05,c22042b3-0,0.725953938361374,Medical,0,0,193122,0.0881538942384439,False,1,1,1
36832577,2019-11-14,54899658-a,0.2597628971574026,Home,1,0,104859,0.0592549600527048,False,1,1,1
69aba500,2024-01-06,28d0fd2a-d,0.423251898952407,Home,1,1,45492,0.2242245559467063,False,1,1,1
fb4a9b19,2021-10-01,a7c04ef1-0,0.7911616822335129,Home,1,0,166773,0.1116515470254194,False,1,1,1
13104346,2022-06-23,786d20a7-2,0.0742817447037228,Home,1,0,40646,0.0485931026244123,False,1,1,1
38888364,2022-04-29,1b073db4-6,0.5470207997403835,Life,0,0,123937,0.1045003712720295,False,1,1,1
6f139794,2021-08-22,30588ae4-c,0.9393846278661758,Auto,0,0,190811,0.1156458237780557,False,1,1,1
15c1eb53,2022-04-27,ebe8fe55-4,0.0330388309146409,Home,0,0,131025,0.0061512578376656,False,1,1,1
8f3ac613,2020-06-19,d3a395d3-3,0.3525439370430091,Life,0,0,151204,0.0549104140261683,False,1,1,1
2631ebda,2022-08-19,4ee990c5-5,0.0168675651829991,Auto,1,1,198529,0.0014006925471377,False,1,1,1
151a56ac,2024-03-15,fe14a77a-8,0.9658945105317068,Home,1,0,134602,0.1694916156452663,False,1,1,1
a8907c1d,2022-06-13,df4e84e1-f,0.11047309014573,Auto,1,1,125262,0.0211231414741212,False,1,1,1
df425715,2020-01-19,6e18f770-9,0.4420602999787033,Life,1,1,102070,0.1030835196228486,False,1,1,1
6d017ce8,2019-01-10,39c4187e-1,0.1415787925806484,Auto,1,1,139204,0.024064157011107,True,1,1,1
12d58699,2023-03-01,e5db238f-0,0.7729611488028233,Auto,1,1,194597,0.0931702236187192,False,1,1,1
e0d94c67,2019-06-11,273da1b1-8,0.4297433245104303,Home,1,1,193811,0.051763309741231,False,1,1,1
1d0f534f,2019-12-22,e97a25a3-7,0.0229202794933422,Medical,0,0,79043,0.008600172882358,False,1,1,1
bef67ab1,2021-07-24,d2a0c025-c,0.1110631091099009,Auto,1,1,22995,0.125305806516997,False,1,1,1
188588c9,2022-03-11,1b2c9ab3-0,0.9187376149766244,Medical,1,1,168961,0.1279973244583748,False,1,1,1
503f9a38,2022-02-21,dfd240f5-1,0.4388043445191517,Medical,0,0,121053,0.0859439064639358,False,1,1,1
21dc927c,2021-11-09,12d49362-5,0.6770046751244841,Medical,1,1,113858,0.1408856553539202,False,1,1,1
ac695814,2024-03-06,52bd1db6-5,0.5176374902390297,Auto,0,0,124722,0.0982690013962802,False,1,1,1
596dddf9,2020-11-20,dac1584c-8,0.7033677122313833,Medical,0,0,78931,0.2120687982255979,False,1,1,1
150e7c5b,2022-01-27,d3959a2e-7,0.2268043850842232,Home,1,1,135735,0.0395527567192773,False,1,1,1
18d55dfe,2019-08-22,d26f0b7a-8,0.429184337825915,Life,0,0,175720,0.0572404942374908,False,1,1,1
d319f36c,2022-04-20,8d060a6c-c,0.6854657377265306,Home,1,1,43078,0.3805651011107515,False,1,1,1
60e31f8d,2019-06-22,0537279d-e,0.3470788077925502,Medical,0,0,108704,0.0760392368278779,False,1,1,1
26924322,2022-12-28,00a16f6e-b,0.1453813623779244,Life,1,1,154064,0.0221166233233287,False,1,1,1
02bcc505,2021-06-02,15b69281-3,0.5385998965590678,Medical,1,1,95403,0.1343201340455886,False,1,1,1
08bb16d1,2021-08-02,6783db73-d,0.0332580851258024,Auto,1,1,81453,0.0112769062961995,False,1,1,1
d7222dd2,2020-04-24,ee8d5064-d,0.1839301469469713,Auto,0,0,106019,0.0417022016695577,False,1,1,1
8f74fee0,2019-06-17,ceab478e-c,0.2048353565162716,Home,1,0,149177,0.0323179582482576,False,1,1,1
ce9c5b7b,2021-10-14,f3c4379c-9,0.7090547324226475,Home,0,0,75202,0.2244766955699275,False,1,1,1
6100d81f,2019-01-10,574cd6b3-e,0.6441706978206416,Life,1,1,80933,0.1895073294826492,True,1,1,1
667d756d,2021-03-16,7bb61e48-6,0.886902755382478,Home,0,0,56674,0.3726312998387825,False,1,1,1
428d8499,2020-02-03,a0d917e5-a,0.6181983023517601,Life,1,1,184783,0.0784674725201382,False,1,1,1
21aab579,2021-12-29,7cd33b7e-6,0.6307854411958583,Home,1,0,32637,0.4634657235125428,False,1,1,1
9446c1d8,2022-04-09,41eb8f63-e,0.2676548318070725,Life,0,0,80687,0.0799637518310935,False,1,1,1
a4e14234,2022-08-24,130ae645-5,0.3528149117202632,Life,1,1,61570,0.1381071320116954,False,1,1,1
bb6a7542,2021-09-06,d654963c-1,0.2527416917663046,Medical,0,0,139394,0.0428490116255311,False,1,1,1
898df59e,2020-05-31,4c75bfef-a,0.3269435232792804,Auto,1,1,196624,0.0386529445222819,False,1,1,1
19bda17a,2019-05-31,fdd34924-e,0.1518026103623475,Auto,0,0,82935,0.0447701904761817,False,1,1,1
45f3dc16,2022-06-05,d350fa1b-8,0.5455527498047806,Home,1,0,196749,0.0648494943022707,False,1,1,1
b3aee441,2021-08-09,b8672c6b-e,0.5801056720111148,Life,1,0,181841,0.0748281764401723,False,1,1,1
7c6d9074,2019-08-09,f2c22248-e,0.8230845680326955,Home,1,1,185812,0.1040439091903718,False,1,1,1
98809a12,2022-03-20,d0af24c9-4,0.402856389505816,Life,0,0,133659,0.0712864405721847,False,1,1,1
cf76d5e0,2019-11-16,345f95a5-5,0.461152453679759,Life,1,1,141678,0.0768397870994455,False,1,1,1
7c7a82a5,2021-07-01,cbb1500e-c,0.796827811412983,Life,1,1,101029,0.1870415070277415,False,1,1,1
5dac4885,2022-04-03,0900e5cc-3,0.6574277688196579,Auto,0,0,157257,0.0984688525239028,False,1,1,1
adbe32b6,2022-02-21,f34b523b-3,0.4158856876286673,Auto,0,0,145873,0.0672441715397319,False,1,1,1
60cee62c,2019-08-12,3d19d01a-7,0.018389363838267,Medical,1,1,115278,0.0042883413723385,False,1,1,1
d9374153,2023-10-26,e71f9b88-7,0.4567629072986705,Auto,1,1,44426,0.247458771870772,False,1,1,1
4093c594,2020-09-26,dc86912b-c,0.7741332765422333,Life,1,1,57960,0.3183975951388177,False,1,1,1
dbb66343,2020-03-19,aad2b125-3,0.1118468262902228,Auto,1,1,87597,0.0315073183358689,False,1,1,1
7fbd320e,2022-07-14,7b1c07c0-1,0.7148397172614521,Home,1,0,42887,0.3984338492227223,False,1,1,1
048d187a,2019-09-22,83cd1a13-a,0.1257878243938057,Auto,0,0,79103,0.0392824584703326,False,1,1,1
5f347798,2022-06-16,614bd270-2,0.0620055371322522,Life,0,0,49706,0.0335123502682145,False,1,1,1
949ea9eb,2020-02-26,839e8fcb-4,0.5589294877645603,Auto,1,1,152694,0.0862523150711136,False,1,1,1
2138248e,2021-10-14,b1208b85-5,0.5031409534820044,Life,0,0,32476,0.3730148120814531,False,1,1,1
07425aef,2023-11-06,dd73154c-b,0.6281499285040616,Home,1,0,166722,0.0886112487631202,False,1,1,1
37c9628a,2020-11-25,9925fc57-5,0.0728402648899165,Life,1,1,196674,0.0081509014169363,False,1,1,1
07021ede,2019-05-03,051a44d0-f,0.2956998996014482,Medical,1,0,92793,0.0763816326938153,False,1,1,1
f344ebb9,2023-06-25,eb6c6a87-7,0.0663133448943787,Medical,0,0,137235,0.0114970968769898,False,1,1,1
74cfac46,2021-04-17,59dc22dc-0,0.9394763049276422,Home,0,0,119946,0.1852682352183004,False,1,1,1
d13a0119,2020-04-06,d70159a2-f,0.2696739582382589,Medical,0,0,87876,0.0737870718465028,False,1,1,1
065fc981,2023-09-25,6cc044c2-3,0.6712872311296358,Medical,1,0,150123,0.1054299438379212,False,1,1,1
b212de4b,2021-02-02,1fe526fc-6,0.2168612775969251,Auto,0,0,104738,0.049659016835082,False,1,1,1
0059a1f5,2021-01-11,aabfc22e-4,0.3464747938787307,Home,1,1,176546,0.0459061014026529,False,1,1,1
ccbe5e25,2023-11-29,11a58146-3,0.8603395296479966,Home,0,0,98759,0.2065678168106028,False,1,1,1
bcba4b63,2021-10-24,e0413672-4,0.8527281024673705,Life,0,0,127857,0.1576586327620813,False,1,1,1
5020c69d,2022-01-16,6059eb20-d,0.4384214102447088,Home,0,0,38593,0.2739713180176293,False,1,1,1
e01a7683,2021-03-23,98183b0b-a,0.81075096088513,Home,0,0,78939,0.2441513556318701,False,1,1,1
c6fbd383,2021-05-31,598d943f-0,0.8838968835883864,Home,1,1,51281,0.4106638008659745,False,1,1,1
c2d8c3b8,2022-01-10,a2cf348c-2,0.7027730282839961,Medical,0,0,71081,0.2355309315459009,False,1,1,1
818c2e58,2022-09-20,e90fa008-0,0.7091835265244861,Home,0,0,189206,0.087931424395719,False,1,1,1
59b48c13,2020-09-15,89d27147-d,0.1102518076809963,Home,0,0,131441,0.0199885741187429,False,1,1,1
03ff3b00,2023-09-15,b4381824-e,0.0685669374385185,Medical,0,0,104367,0.01630971648096,False,1,1,1
8c59444d,2021-04-21,34278e80-e,0.6367407993347329,Auto,0,0,66493,0.2284952120657301,False,1,1,1
3f2f515c,2020-05-13,fc9527a9-7,0.2186418814080136,Medical,1,1,162266,0.0315443647809013,False,1,1,1
ebdd8aaa,2020-04-16,323ca551-0,0.922280365491294,Medical,0,0,48501,0.453003762410799,False,1,1,1
be79065a,2019-09-19,77e7d99d-7,0.6104463171985762,Auto,1,0,194068,0.0736669118509847,False,1,1,1
54884c35,2021-07-06,8a370e66-0,0.2351849260194509,Life,0,0,113408,0.0495101492063455,False,1,1,1
bac3ccb0,2020-01-14,05af7487-3,0.1470467613861084,Home,0,0,31093,0.1194188029017538,False,1,1,1
2d7a9e9d,2023-09-30,a62b22f3-f,0.8262330260529173,Life,0,0,81346,0.2413545952962587,False,1,1,1
40b89665,2019-04-02,5816497a-e,0.537623292464024,Medical,1,1,126804,0.1003396356718201,False,1,1,1
dfcb46c8,2020-09-01,34b29bac-2,0.0612940257791029,Home,1,1,110683,0.0137046330987144,False,1,1,1
c8f7804e,2021-04-20,89167162-4,0.4977551289462209,Life,1,1,164833,0.0709820133693261,False,1,1,1
04b4b9a2,2022-09-06,c92bb72b-c,0.5784254667518534,Medical,1,0,69177,0.1996509964198527,False,1,1,1
6bdaf907,2021-10-17,63de452c-3,0.3013366191041204,Life,0,0,116174,0.0617182472667688,False,1,1,1
079791e0,2023-10-09,6afeb274-0,0.7036263145618465,Life,1,1,42328,0.3974722088421857,False,1,1,1
11a89df3,2023-01-05,52d9c93a-3,0.3993556238400925,Medical,1,1,174416,0.0536485043405233,False,1,1,1
e77409fd,2023-04-01,0d0e4f54-e,0.2886620625310576,Medical,0,0,109725,0.0627468987350971,False,1,1,1
299635f0,2023-06-03,21d5f825-8,0.959134544200716,Home,1,0,152859,0.147945625535171,False,1,1,1
ee971147,2022-04-01,ae90fcda-8,0.8284062997555955,Medical,1,1,108888,0.1802297106969628,False,1,1,1
366163e1,2022-03-07,900e6831-a,0.1708683967669638,Auto,1,1,78204,0.0533633038445321,False,1,1,1
28e10aa8,2022-12-11,c594f16e-8,0.219078970052836,Life,0,0,82393,0.0643493194991444,False,1,1,1
340e8bf4,2020-05-30,0876d023-b,0.9296106767268044,Life,1,1,51282,0.4316935433183428,False,1,1,1
fdfc8ba2,2019-11-29,5695d92c-5,0.6771669354102651,Home,1,1,161864,0.0984825913572951,False,1,1,1
3c12faad,2023-05-17,89749c55-3,0.1314440151307716,Home,1,0,62413,0.0525051851184764,False,1,1,1
c950b16a,2023-09-11,0ab6c170-9,0.3341803320251097,Home,1,1,176333,0.0443186857444945,False,1,1,1
ca25dde4,2021-07-25,b72f6e32-5,0.5470372285943189,Medical,0,0,36271,0.3623217852046683,False,1,1,1
6dcfb754,2023-03-09,3f8a1258-b,0.0819643635847353,Home,0,0,188157,0.0097623452797419,False,1,1,1
24618a93,2021-05-02,bec25458-7,0.7772947153853176,Life,1,1,102291,0.1802005560135215,False,1,1,1
be6604e8,2019-07-16,590ae8fb-6,0.3533550356465565,Medical,1,0,126182,0.0663805068754045,False,1,1,1
067db11e,2019-06-22,a8fb233d-d,0.6091520885941161,Auto,0,0,116219,0.1242008735186008,False,1,1,1
381f8b1a,2021-01-07,302be4db-7,0.2967272100357986,Life,0,0,151119,0.0462255960473781,False,1,1,1
3a91d140,2021-03-08,81487517-c,0.4135454886569918,Medical,1,1,58618,0.1696221709543062,False,1,1,1
8e6f0264,2020-05-01,59db5a2d-4,0.2277807863539099,Home,1,1,197634,0.0266028935965026,False,1,1,1
6f1e1a1b,2022-03-27,a104bafb-e,0.6164158731124566,Auto,1,1,81873,0.1793062125048093,False,1,1,1
126f7530,2024-02-01,f6fd5994-9,0.9738716318314116,Auto,0,0,83937,0.2753486042462264,False,1,1,1
87ce42be,2023-06-21,bfec4532-9,0.2966568296368412,Auto,0,0,79783,0.0894733225843976,False,1,1,1
9b78969d,2020-10-24,a9f6ae06-5,0.45190625411989,Life,0,0,86276,0.1250442680961501,False,1,1,1
bfd1f70c,2020-03-14,73272838-7,0.1159856805297798,Auto,1,0,104664,0.0269495737953861,False,1,1,1
937b3b05,2021-07-29,5a50ec55-3,0.125655379435537,Medical,0,0,143892,0.0205978999035854,False,1,1,1
1fd518b0,2021-07-10,5306c25b-4,0.685817639721318,Medical,1,0,95850,0.1699317787377131,False,1,1,1
5d531498,2023-01-17,d69c7792-1,0.4530063788574848,Medical,0,0,198180,0.0533446822945697,False,1,1,1
437c3441,2019-11-14,1208e38c-1,0.7169925056030505,Home,1,1,57408,0.297989480391186,False,1,1,1
acef291c,2020-12-08,b1453438-2,0.809658746336467,Life,1,1,70992,0.2713616176298814,False,1,1,1
7598e3a0,2024-01-24,3eff4ee0-f,0.1964361556481791,Home,0,0,39549,0.1228950125780831,False,1,1,1
b2ee0581,2020-11-06,3e51860b-1,0.9138397882503272,Auto,0,0,47238,0.4609566743676175,False,1,1,1
a283ef86,2021-07-30,25f7f42e-4,0.0692522843205857,Home,0,0,161942,0.0098407932162143,False,1,1,1
ddab952c,2021-11-20,afaed08e-f,0.8826170555842893,Medical,1,1,194014,0.1067955063945357,False,1,1,1
0ce8d013,2022-10-05,61159e2c-e,0.8657089253298448,Medical,1,1,156585,0.1302926451623902,False,1,1,1
c2c9c021,2020-07-17,5df30a6e-6,0.7389803969292242,Medical,1,0,42525,0.4152414926467175,False,1,1,1
b185a7ea,2022-03-24,ff8d344b-2,0.1776788666119038,Life,0,0,64478,0.0676771866898852,False,1,1,1
dfea3ac4,2024-01-19,f0404094-a,0.1889324287322401,Home,0,0,30918,0.1520791467803721,False,1,1,1
5871661e,2019-09-30,dd8b77d3-f,0.2923516586043587,Medical,0,0,167291,0.0409302697384261,False,1,1,1
f8a4b5ca,2020-01-23,32935c9c-2,0.4621209447605139,Medical,1,1,59727,0.1856263678764001,False,1,1,1
b4106df6,2020-11-09,c1607e04-6,0.959827598446358,Life,0,0,46692,0.4896166630942629,False,1,1,1
5760f9d3,2020-12-05,047a12ee-e,0.9608467958664192,Home,0,0,182910,0.1235040530056222,False,1,1,1
a9dbcfec,2022-06-15,02a5e9f1-a,0.7079961868832841,Medical,1,0,69647,0.2421949118971483,False,1,1,1
